Country,Year,BMI,BP,Continent
Cuba,1981,22.80724,130.2831,North America
Cuba,1982,22.89338,130.1601,North America
Cuba,1983,22.98056,130.0093,North America
Cyprus,1984,25.54387,133.1789,Europe
Cyprus,1985,25.60054,132.9812,Europe
Cyprus,1986,25.66655,132.8119,Europe
Cyprus,1987,25.7255,132.7861,Europe
Cyprus,1988,25.77662,132.801,Europe
Cyprus,1990,25.92588,132.8931,Europe
Cyprus,1991,25.99995,132.8357,Europe
Cyprus,1992,26.09039,132.8047,Europe
Cyprus,1993,26.18266,132.7067,Europe
Cyprus,1994,26.25772,132.6083,Europe
Cyprus,1995,26.3608,132.4441,Europe
Cyprus,1996,26.43776,132.3387,Europe
Cyprus,1997,26.52202,132.2133,Europe
Cyprus,1998,26.60921,132.1085,Europe
Cyprus,1999,26.69027,131.985,Europe
Cyprus,2000,26.77099,131.8844,Europe
Cyprus,2001,26.84331,131.8108,Europe
Cyprus,2002,26.9245,131.7244,Europe
Cyprus,2003,26.99325,131.6387,Europe
Cyprus,2004,27.07204,131.576,Europe
Cyprus,2005,27.15274,131.4983,Europe
Cyprus,2006,27.24326,131.3931,Europe
Cyprus,2007,27.32855,131.3033,Europe
Cyprus,2008,27.41899,131.2014,Europe
Cyprus,1989,25.8437,132.8298,Europe
Cyprus,1980,25.33529,134.2823,Europe
Cyprus,1981,25.37046,133.9996,Europe
Cyprus,1982,25.42285,133.735,Europe
Cyprus,1983,25.4805,133.4339,Europe
Denmark,1984,24.58269,134.2423,Europe
Denmark,1985,24.59358,133.7639,Europe
Denmark,1986,24.6112,133.4262,Europe
Denmark,1987,24.62859,133.179,Europe
Denmark,1988,24.65583,133.0388,Europe
Denmark,1990,24.7104,132.8498,Europe
Denmark,1991,24.74973,132.7509,Europe
Denmark,1992,24.80236,132.6667,Europe
Denmark,1993,24.85176,132.5399,Europe
Denmark,1994,24.90462,132.4202,Europe
Denmark,1995,24.96431,132.2864,Europe
Denmark,1996,25.02533,132.1671,Europe
Denmark,1997,25.09952,132.0016,Europe
Denmark,1998,25.17054,131.8008,Europe
Denmark,1999,25.24724,131.6001,Europe
Denmark,2000,25.33594,131.4212,Europe
Denmark,2001,25.42577,131.2264,Europe
Denmark,2002,25.52596,131.0406,Europe
Denmark,2003,25.62415,130.8202,Europe
Denmark,2004,25.72962,130.5846,Europe
Denmark,2005,25.82771,130.3788,Europe
Denmark,2006,25.92875,130.1517,Europe
Denmark,2007,26.03329,129.9675,Europe
Denmark,2008,26.13287,129.7452,Europe
Denmark,1989,24.68136,132.9354,Europe
Denmark,1980,24.5632,136.5936,Europe
Denmark,1981,24.56873,135.9847,Europe
Denmark,1982,24.57527,135.3811,Europe
Denmark,1983,24.58004,134.8016,Europe
Djibouti,1984,21.5751,133.2218,Africa
Djibouti,1985,21.658,132.9957,Africa
Djibouti,1986,21.74279,132.8109,Africa
Djibouti,1987,21.82127,132.6527,Africa
Djibouti,1988,21.89558,132.4463,Africa
Djibouti,1990,22.03327,132.0936,Africa
Djibouti,1991,22.08923,131.9103,Africa
Djibouti,1992,22.1475,131.7622,Africa
Djibouti,1993,22.21,131.5969,Africa
Djibouti,1994,22.26702,131.4367,Africa
Djibouti,1995,22.33623,131.3019,Africa
Djibouti,1996,22.39746,131.1707,Africa
Djibouti,1997,22.45329,131.0838,Africa
Djibouti,1998,22.50722,131.0187,Africa
Djibouti,1999,22.56731,131.0105,Africa
Djibouti,2000,22.63424,131.0853,Africa
Djibouti,2001,22.70345,131.198,Africa
Djibouti,2002,22.77671,131.3441,Africa
Djibouti,2003,22.85583,131.5169,Africa
Djibouti,2004,22.94165,131.7228,Africa
Djibouti,2005,23.04275,131.9788,Africa
Djibouti,2006,23.15419,132.2741,Africa
Djibouti,2007,23.26892,132.6179,Africa
Djibouti,2008,23.38403,132.9728,Africa
Djibouti,1989,21.96332,132.2677,Africa
Djibouti,1980,21.23864,134.2588,Africa
Djibouti,1981,21.31928,134.0124,Africa
Djibouti,1982,21.40683,133.7497,Africa
Djibouti,1983,21.48918,133.463,Africa
Dominica,1984,22.57613,133.1284,North America
Dominica,1985,22.63925,132.8221,North America
Dominica,1986,22.71689,132.5308,North America
Dominica,1987,22.82212,132.3414,North America
Dominica,1988,22.95088,132.2364,North America
Dominica,1990,23.17038,131.9783,North America
Dominica,1991,23.27171,131.9015,North America
Dominica,1992,23.37355,131.8685,North America
Dominica,1993,23.46711,131.8398,North America
Dominica,1994,23.53829,131.7572,North America
Dominica,1995,23.61304,131.7398,North America
Dominica,1996,23.70171,131.8052,North America
Dominica,1997,23.79924,131.9222,North America
Dominica,1998,23.88361,132.0494,North America
Dominica,1999,23.96444,132.1938,North America
Dominica,2000,24.05267,132.3265,North America
Dominica,2001,24.12374,132.5287,North America
Dominica,2002,24.18375,132.7415,North America
Dominica,2003,24.24105,132.9796,North America
Dominica,2004,24.30642,133.3518,North America
Dominica,2005,24.37049,133.7296,North America
Dominica,2006,24.43348,134.1649,North America
Dominica,2007,24.50453,134.6032,North America
Dominica,2008,24.5727,135.0412,North America
Dominica,1989,23.06797,132.1003,North America
Dominica,1980,22.319,134.1293,North America
Dominica,1981,22.38872,133.9015,North America
Dominica,1982,22.46119,133.6903,North America
Dominica,1983,22.51509,133.4195,North America
Ecuador,1984,23.98012,130.9715,South America
Ecuador,1985,24.02461,130.7349,South America
Ecuador,1986,24.06992,130.4684,South America
Ecuador,1987,24.1085,130.16,South America
Ecuador,1988,24.1838,129.9417,South America
Ecuador,1990,24.31515,129.4919,South America
Ecuador,1991,24.37246,129.3314,South America
Ecuador,1992,24.44259,129.1776,South America
Ecuador,1993,24.50867,129.0227,South America
Ecuador,1994,24.58842,128.8737,South America
Ecuador,1995,24.65281,128.7285,South America
Ecuador,1996,24.71664,128.6049,South America
Ecuador,1997,24.79187,128.5274,South America
Ecuador,1998,24.84832,128.4231,South America
Ecuador,1999,24.91341,128.3539,South America
Ecuador,2000,24.96302,128.2931,South America
Ecuador,2001,25.0223,128.3076,South America
Ecuador,2002,25.0947,128.3746,South America
Ecuador,2003,25.16315,128.4881,South America
Ecuador,2004,25.24706,128.6421,South America
Ecuador,2005,25.33264,128.799,South America
Ecuador,2006,25.41453,128.984,South America
Ecuador,2007,25.49568,129.1857,South America
Ecuador,2008,25.58841,129.3833,South America
Ecuador,1989,24.25491,129.6762,South America
Ecuador,1980,23.79064,131.8774,South America
Ecuador,1981,23.85029,131.7229,South America
Ecuador,1982,23.90204,131.5068,South America
Ecuador,1983,23.94343,131.2507,South America
Egypt,1984,24.63365,125.2882,Africa
Egypt,1985,24.72495,125.2059,Africa
Egypt,1986,24.81456,125.1293,Africa
Egypt,1987,24.9007,125.0395,Africa
Egypt,1988,24.98559,124.9802,Africa
Egypt,1990,25.1531,124.8992,Africa
Egypt,1991,25.23388,124.8426,Africa
Egypt,1992,25.31826,124.7952,Africa
Egypt,1993,25.40298,124.7517,Africa
Egypt,1994,25.48856,124.7299,Africa
Egypt,1995,25.57944,124.7186,Africa
Egypt,1996,25.67577,124.7398,Africa
Egypt,1997,25.76764,124.7812,Africa
Egypt,1998,25.86074,124.8647,Africa
Egypt,1999,25.95852,124.9831,Africa
Egypt,2000,26.05777,125.1235,Africa
Egypt,2001,26.15256,125.2613,Africa
Egypt,2002,26.24082,125.3848,Africa
Egypt,2003,26.32384,125.5126,Africa
Egypt,2004,26.40268,125.6241,Africa
Egypt,2005,26.48005,125.6969,Africa
Egypt,2006,26.56054,125.769,Africa
Egypt,2007,26.64671,125.841,Africa
Egypt,2008,26.73243,125.9152,Africa
Egypt,1989,25.06945,124.9513,Africa
Egypt,1980,24.25654,125.7052,Africa
Egypt,1981,24.34966,125.5796,Africa
Egypt,1982,24.44688,125.4697,Africa
Egypt,1983,24.54141,125.374,Africa
El Salvador,1984,23.99645,126.3386,North America
El Salvador,1985,24.05124,126.0215,North America
El Salvador,1986,24.10831,125.7563,North America
El Salvador,1987,24.16901,125.5323,North America
El Salvador,1988,24.23836,125.3263,North America
El Salvador,1990,24.38845,124.9335,North America
El Salvador,1991,24.47169,124.7407,North America
El Salvador,1992,24.56273,124.5758,North America
El Salvador,1993,24.65915,124.4396,North America
El Salvador,1994,24.75942,124.3279,North America
El Salvador,1995,24.8631,124.2358,North America
El Salvador,1996,24.9637,124.153,North America
El Salvador,1997,25.07297,124.1175,North America
El Salvador,1998,25.18381,124.1228,North America
El Salvador,1999,25.30405,124.2064,North America
El Salvador,2000,25.43048,124.3034,North America
El Salvador,2001,25.5534,124.4159,North America
El Salvador,2002,25.67399,124.5702,North America
El Salvador,2003,25.7896,124.7772,North America
El Salvador,2004,25.8971,125.0176,North America
El Salvador,2005,26.00695,125.325,North America
El Salvador,2006,26.12564,125.6942,North America
El Salvador,2007,26.24783,126.0964,North America
El Salvador,2008,26.36751,126.4874,North America
El Salvador,1989,24.31059,125.1271,North America
El Salvador,1980,23.77156,127.8098,North America
El Salvador,1981,23.83422,127.4457,North America
El Salvador,1982,23.8904,127.0688,North America
El Salvador,1983,23.94184,126.6886,North America
Equatorial Guinea,1984,21.15667,134.4139,Africa
Equatorial Guinea,1985,21.16472,134.1689,Africa
Equatorial Guinea,1986,21.17019,133.9355,Africa
Equatorial Guinea,1987,21.18436,133.7482,Africa
Equatorial Guinea,1988,21.19979,133.6044,Africa
Equatorial Guinea,1990,21.24399,133.3729,Africa
Equatorial Guinea,1991,21.26717,133.2747,Africa
Equatorial Guinea,1992,21.2967,133.2061,Africa
Equatorial Guinea,1993,21.33208,133.1442,Africa
Equatorial Guinea,1994,21.35662,133.0485,Africa
Equatorial Guinea,1995,21.4069,133.0138,Africa
Equatorial Guinea,1996,21.47658,133.075,Africa
Equatorial Guinea,1997,21.61891,133.3307,Africa
Equatorial Guinea,1998,21.77227,133.6087,Africa
Equatorial Guinea,1999,21.96034,133.9574,Africa
Equatorial Guinea,2000,22.14823,134.2955,Africa
Equatorial Guinea,2001,22.37332,134.6959,Africa
Equatorial Guinea,2002,22.59892,135.0702,Africa
Equatorial Guinea,2003,22.81279,135.3931,Africa
Equatorial Guinea,2004,23.04308,135.7118,Africa
Equatorial Guinea,2005,23.25296,135.9621,Africa
Equatorial Guinea,2006,23.43077,136.1404,Africa
Equatorial Guinea,2007,23.60238,136.2975,Africa
Equatorial Guinea,2008,23.7664,136.4204,Africa
Equatorial Guinea,1989,21.21889,133.4797,Africa
Equatorial Guinea,1980,21.0889,135.1672,Africa
Equatorial Guinea,1981,21.10687,135.0082,Africa
Equatorial Guinea,1982,21.12008,134.8195,Africa
Equatorial Guinea,1983,21.13055,134.5917,Africa
Eritrea,1984,20.11151,122.5469,Africa
Eritrea,1985,20.12814,122.6574,Africa
Eritrea,1986,20.14323,122.7826,Africa
Eritrea,1987,20.15587,122.9423,Africa
Eritrea,1988,20.17161,123.1158,Africa
Eritrea,1990,20.20741,123.5464,Africa
Eritrea,1991,20.23979,123.7852,Africa
Eritrea,1992,20.28294,124.0552,Africa
Eritrea,1993,20.32333,124.3467,Africa
Eritrea,1994,20.38827,124.6427,Africa
Eritrea,1995,20.45346,124.913,Africa
Eritrea,1996,20.52008,125.1749,Africa
Eritrea,1997,20.58793,125.4307,Africa
Eritrea,1998,20.65244,125.6899,Africa
Eritrea,1999,20.70602,125.952,Africa
Eritrea,2000,20.73423,126.1847,Africa
Eritrea,2001,20.76801,126.4576,Africa
Eritrea,2002,20.79514,126.7503,Africa
Eritrea,2003,20.81538,127.0741,Africa
Eritrea,2004,20.83535,127.4287,Africa
Eritrea,2005,20.85448,127.8195,Africa
Eritrea,2006,20.86087,128.2155,Africa
Eritrea,2007,20.86923,128.6276,Africa
Eritrea,2008,20.88509,129.0578,Africa
Eritrea,1989,20.18797,123.3258,Africa
Eritrea,1980,20.01453,122.3477,Africa
Eritrea,1981,20.04318,122.4052,Africa
Eritrea,1982,20.06819,122.4342,Africa
Eritrea,1983,20.09359,122.4602,Africa
Estonia,1984,24.71732,140.2415,Europe
Estonia,1985,24.72067,140.0235,Europe
Estonia,1986,24.73069,139.7993,Europe
Estonia,1987,24.74468,139.594,Europe
Estonia,1988,24.75588,139.4115,Europe
Estonia,1990,24.79018,139.1195,Europe
Estonia,1991,24.799,138.9612,Europe
Estonia,1992,24.79527,138.7512,Europe
Estonia,1993,24.79123,138.4945,Europe
Estonia,1994,24.79648,138.1738,Europe
Estonia,1995,24.82701,137.8637,Europe
Estonia,1996,24.88001,137.5791,Europe
Estonia,1997,24.94357,137.375,Europe
Estonia,1998,25.02112,137.2467,Europe
Estonia,1999,25.12637,137.2598,Europe
Estonia,2000,25.22421,137.2657,Europe
Estonia,2001,25.33714,137.333,Europe
Estonia,2002,25.45733,137.4876,Europe
Estonia,2003,25.58138,137.6647,Europe
Estonia,2004,25.71923,137.8867,Europe
Estonia,2005,25.85257,138.0838,Europe
Estonia,2006,25.98743,138.2799,Europe
Estonia,2007,26.13144,138.4413,Europe
Estonia,2008,26.26446,138.5625,Europe
Estonia,1989,24.77373,139.2624,Europe
Estonia,1980,24.68737,140.8071,Europe
Estonia,1981,24.69421,140.6947,Europe
Estonia,1982,24.70221,140.5588,Europe
Estonia,1983,24.70975,140.4096,Europe
Ethiopia,1984,19.57007,123.4359,Africa
Ethiopia,1985,19.57426,123.5331,Africa
Ethiopia,1986,19.58084,123.6704,Africa
Ethiopia,1987,19.58116,123.8274,Africa
Ethiopia,1988,19.5922,124.0322,Africa
Ethiopia,1990,19.61111,124.4842,Africa
Ethiopia,1991,19.61798,124.6628,Africa
Ethiopia,1992,19.63097,124.8605,Africa
Ethiopia,1993,19.64647,125.0676,Africa
Ethiopia,1994,19.66306,125.2467,Africa
Ethiopia,1995,19.68413,125.4184,Africa
Ethiopia,1996,19.71305,125.5881,Africa
Ethiopia,1997,19.7424,125.7617,Africa
Ethiopia,1998,19.76632,125.9346,Africa
Ethiopia,1999,19.79587,126.1484,Africa
Ethiopia,2000,19.82768,126.3874,Africa
Ethiopia,2001,19.86357,126.6592,Africa
Ethiopia,2002,19.89855,126.9703,Africa
Ethiopia,2003,19.92608,127.3023,Africa
Ethiopia,2004,19.96905,127.6854,Africa
Ethiopia,2005,20.02382,128.1182,Africa
Ethiopia,2006,20.08834,128.5922,Africa
Ethiopia,2007,20.16319,129.0724,Africa
Ethiopia,2008,20.247,129.571,Africa
Ethiopia,1989,19.59811,124.2492,Africa
Ethiopia,1980,19.47815,123.0845,Africa
Ethiopia,1981,19.50485,123.1734,Africa
Ethiopia,1982,19.52747,123.2312,Africa
Ethiopia,1983,19.55625,123.3223,Africa
Fiji,1984,22.86411,128.2227,Oceania
Fiji,1985,23.01144,128.0876,Oceania
Fiji,1986,23.15024,127.9833,Oceania
Fiji,1987,23.27566,127.8777,Oceania
Fiji,1988,23.40989,127.8102,Oceania
Fiji,1990,23.68988,127.8993,Oceania
Fiji,1991,23.83829,127.9654,Oceania
Fiji,1992,23.9823,128.0257,Oceania
Fiji,1993,24.13829,128.0807,Oceania
Fiji,1994,24.28999,128.1269,Oceania
Fiji,1995,24.44879,128.2247,Oceania
Fiji,1996,24.61446,128.352,Oceania
Fiji,1997,24.77189,128.4664,Oceania
Fiji,1998,24.93184,128.5961,Oceania
Fiji,1999,25.08671,128.7135,Oceania
Fiji,2000,25.23879,128.8329,Oceania
Fiji,2001,25.39149,128.9351,Oceania
Fiji,2002,25.5515,129.0269,Oceania
Fiji,2003,25.71604,129.1611,Oceania
Fiji,2004,25.88463,129.2885,Oceania
Fiji,2005,26.05042,129.387,Oceania
Fiji,2006,26.22081,129.4984,Oceania
Fiji,2007,26.37474,129.5393,Oceania
Fiji,2008,26.53078,129.5842,Oceania
Fiji,1989,23.53817,127.7929,Oceania
Fiji,1980,22.28238,128.8615,Oceania
Fiji,1981,22.43676,128.7547,Oceania
Fiji,1982,22.57832,128.5872,Oceania
Fiji,1983,22.71827,128.3735,Oceania
Finland,1984,25.54429,140.6235,Europe
Finland,1985,25.56019,140.0504,Europe
Finland,1986,25.58275,139.5939,Europe
Finland,1987,25.61171,139.2469,Europe
Finland,1988,25.64807,138.9172,Europe
Finland,1990,25.7386,138.2767,Europe
Finland,1991,25.77032,137.9005,Europe
Finland,1992,25.80032,137.4825,Europe
Finland,1993,25.82563,137.0679,Europe
Finland,1994,25.85309,136.668,Europe
Finland,1995,25.87877,136.2881,Europe
Finland,1996,25.90909,135.9584,Europe
Finland,1997,25.94636,135.6234,Europe
Finland,1998,25.98993,135.3588,Europe
Finland,1999,26.03724,135.1078,Europe
Finland,2000,26.09098,134.9202,Europe
Finland,2001,26.15458,134.8001,Europe
Finland,2002,26.22336,134.7557,Europe
Finland,2003,26.29856,134.7676,Europe
Finland,2004,26.37982,134.8243,Europe
Finland,2005,26.46406,134.9073,Europe
Finland,2006,26.55016,135.0228,Europe
Finland,2007,26.64191,135.1586,Europe
Finland,2008,26.73339,135.2823,Europe
Finland,1989,25.69802,138.6051,Europe
Finland,1980,25.46078,143.1237,Europe
Finland,1981,25.4801,142.4901,Europe
Finland,1982,25.50321,141.8555,Europe
Finland,1983,25.52352,141.2303,Europe
France,1984,24.80748,136.6779,Europe
France,1985,24.82895,136.1861,Europe
France,1986,24.85285,135.8051,Europe
France,1987,24.87929,135.4924,Europe
France,1988,24.90935,135.2346,Europe
France,1990,24.97491,134.7957,Europe
France,1991,25.01122,134.5794,Europe
France,1992,25.05716,134.3978,Europe
France,1993,25.09455,134.1778,Europe
France,1994,25.13114,133.9824,Europe
France,1995,25.17051,133.7924,Europe
France,1996,25.20739,133.6171,Europe
France,1997,25.24361,133.4393,Europe
France,1998,25.28337,133.2492,Europe
France,1999,25.32587,133.0615,Europe
France,2000,25.37416,132.8673,Europe
France,2001,25.42911,132.6673,Europe
France,2002,25.49014,132.442,Europe
France,2003,25.54863,132.2214,Europe
France,2004,25.60759,131.981,Europe
France,2005,25.66854,131.7394,Europe
France,2006,25.72756,131.4896,Europe
France,2007,25.79057,131.2794,Europe
France,2008,25.85329,131.0455,Europe
France,1989,24.94199,135.01,Europe
France,1980,24.70702,138.7831,Europe
France,1981,24.73514,138.2685,Europe
France,1982,24.76177,137.7336,Europe
France,1983,24.78531,137.1872,Europe
Gabon,1984,22.52077,140.2074,Africa
Gabon,1985,22.58744,139.8418,Africa
Gabon,1986,22.64612,139.4529,Africa
Gabon,1987,22.68952,139.0453,Africa
Gabon,1988,22.74415,138.7008,Africa
Gabon,1990,22.85174,138.0273,Africa
Gabon,1991,22.91242,137.694,Africa
Gabon,1992,22.97127,137.3782,Africa
Gabon,1993,23.03261,137.0728,Africa
Gabon,1994,23.09335,136.7679,Africa
Gabon,1995,23.15467,136.4391,Africa
Gabon,1996,23.2281,136.1338,Africa
Gabon,1997,23.30589,135.862,Africa
Gabon,1998,23.38905,135.6317,Africa
Gabon,1999,23.45478,135.3629,Africa
Gabon,2000,23.5154,135.1095,Africa
Gabon,2001,23.5732,134.8853,Africa
Gabon,2002,23.62414,134.671,Africa
Gabon,2003,23.68267,134.5068,Africa
Gabon,2004,23.74528,134.3794,Africa
Gabon,2005,23.8153,134.2748,Africa
Gabon,2006,23.89335,134.1927,Africa
Gabon,2007,23.98256,134.141,Africa
Gabon,2008,24.0762,134.0927,Africa
Gabon,1989,22.80386,138.3647,Africa
Gabon,1980,22.27217,141.8779,Africa
Gabon,1981,22.32139,141.4633,Africa
Gabon,1982,22.37964,141.0205,Africa
Gabon,1983,22.44393,140.593,Africa
Gambia,1984,20.0646,133.1417,Africa
Gambia,1985,20.08321,132.7368,Africa
Gambia,1986,20.11353,132.3518,Africa
Gambia,1987,20.15348,132.0593,Africa
Gambia,1988,20.19417,131.8303,Africa
Gambia,1990,20.29888,131.5343,Africa
Gambia,1991,20.35389,131.4371,Africa
Gambia,1992,20.41435,131.3667,Africa
Gambia,1993,20.48088,131.3484,Africa
Gambia,1994,20.5363,131.3755,Africa
Gambia,1995,20.58593,131.3898,Africa
Gambia,1996,20.63716,131.4585,Africa
Gambia,1997,20.69583,131.5428,Africa
Gambia,1998,20.76738,131.6592,Africa
Gambia,1999,20.84354,131.7875,Africa
Gambia,2000,20.91996,131.9363,Africa
Gambia,2001,21.00113,132.1009,Africa
Gambia,2002,21.07306,132.2955,Africa
Gambia,2003,21.1578,132.5392,Africa
Gambia,2004,21.2523,132.7746,Africa
Gambia,2005,21.34863,133.0144,Africa
Gambia,2006,21.44274,133.2307,Africa
Gambia,2007,21.54302,133.4487,Africa
Gambia,2008,21.65029,133.6702,Africa
Gambia,1989,20.24274,131.6715,Africa
Gambia,1980,19.94139,134.2501,Africa
Gambia,1981,19.97059,133.9993,Africa
Gambia,1982,20.00107,133.7401,Africa
Gambia,1983,20.03257,133.4537,Africa
Georgia,1984,24.8093,138.5871,Europe
Georgia,1985,24.85546,138.5667,Europe
Georgia,1986,24.89456,138.5337,Europe
Georgia,1987,24.9333,138.5158,Europe
Georgia,1988,24.97082,138.4884,Europe
Georgia,1990,25.02149,138.3531,Europe
Georgia,1991,25.00377,138.1576,Europe
Georgia,1992,24.92825,137.7506,Europe
Georgia,1993,24.82921,137.3146,Europe
Georgia,1994,24.73249,136.8331,Europe
Georgia,1995,24.65405,136.309,Europe
Georgia,1996,24.61017,135.8557,Europe
Georgia,1997,24.59323,135.4948,Europe
Georgia,1998,24.60131,135.1989,Europe
Georgia,1999,24.61786,134.9928,Europe
Georgia,2000,24.6554,134.8717,Europe
Georgia,2001,24.71795,134.7897,Europe
Georgia,2002,24.79837,134.759,Europe
Georgia,2003,24.90761,134.8043,Europe
Georgia,2004,25.0226,134.9034,Europe
Georgia,2005,25.15806,135.0437,Europe
Georgia,2006,25.27708,135.1912,Europe
Georgia,2007,25.41457,135.2926,Europe
Georgia,2008,25.54942,135.3898,Europe
Georgia,1989,25.00293,138.437,Europe
Georgia,1980,24.61762,138.4742,Europe
Georgia,1981,24.66646,138.5129,Europe
Georgia,1982,24.71051,138.5373,Europe
Georgia,1983,24.76342,138.5733,Europe
Germany,1984,25.64293,138.5004,Europe
Germany,1985,25.69249,138.2059,Europe
Germany,1986,25.74425,138.0248,Europe
Germany,1987,25.79212,137.9427,Europe
Germany,1988,25.85154,137.9209,Europe
Germany,1990,25.97675,137.9409,Europe
Germany,1991,26.05322,137.9322,Europe
Germany,1992,26.14012,137.9061,Europe
Germany,1993,26.20839,137.8374,Europe
Germany,1994,26.27577,137.72,Europe
Germany,1995,26.34132,137.5581,Europe
Germany,1996,26.4141,137.3829,Europe
Germany,1997,26.48539,137.2225,Europe
Germany,1998,26.55047,137.0018,Europe
Germany,1999,26.61048,136.7368,Europe
Germany,2000,26.67425,136.4049,Europe
Germany,2001,26.72962,136.0065,Europe
Germany,2002,26.78618,135.5652,Europe
Germany,2003,26.84581,135.1404,Europe
Germany,2004,26.90287,134.6695,Europe
Germany,2005,26.96115,134.2157,Europe
Germany,2006,27.02184,133.7589,Europe
Germany,2007,27.0905,133.3145,Europe
Germany,2008,27.16509,132.8777,Europe
Germany,1989,25.91132,137.9165,Europe
Germany,1980,25.46227,140.0198,Europe
Germany,1981,25.50636,139.6293,Europe
Germany,1982,25.55565,139.2487,Europe
Germany,1983,25.59814,138.8596,Europe
Ghana,1984,21.04529,129.6994,Africa
Ghana,1985,21.07916,129.4905,Africa
Ghana,1986,21.12201,129.3528,Africa
Ghana,1987,21.16956,129.2182,Africa
Ghana,1988,21.22088,129.129,Africa
Ghana,1990,21.30206,128.9764,Africa
Ghana,1991,21.36352,128.9,Africa
Ghana,1992,21.42402,128.8414,Africa
Ghana,1993,21.49269,128.7684,Africa
Ghana,1994,21.56186,128.7102,Africa
Ghana,1995,21.64113,128.6967,Africa
Ghana,1996,21.73307,128.7603,Africa
Ghana,1997,21.82109,128.8348,Africa
Ghana,1998,21.90907,128.9078,Africa
Ghana,1999,21.99521,128.9835,Africa
Ghana,2000,22.08191,129.0577,Africa
Ghana,2001,22.16325,129.1373,Africa
Ghana,2002,22.2469,129.2149,Africa
Ghana,2003,22.32978,129.2745,Africa
Ghana,2004,22.41644,129.3139,Africa
Ghana,2005,22.51645,129.3691,Africa
Ghana,2006,22.6204,129.3996,Africa
Ghana,2007,22.73069,129.4272,Africa
Ghana,2008,22.84247,129.4649,Africa
Ghana,1989,21.27398,129.0709,Africa
Ghana,1980,21.01212,130.4911,Africa
Ghana,1981,21.01867,130.3286,Africa
Ghana,1982,21.01856,130.1476,Africa
Ghana,1983,21.01256,129.9103,Africa
Greece,1984,24.94193,131.5333,Europe
Greece,1985,24.97295,131.0806,Europe
Greece,1986,24.99539,130.7771,Europe
Greece,1987,25.01424,130.532,Europe
Greece,1988,25.06154,130.3394,Europe
Greece,1990,25.14763,130.0488,Europe
Greece,1991,25.18922,129.8821,Europe
Greece,1992,25.24259,129.7498,Europe
Greece,1993,25.28895,129.6178,Europe
Greece,1994,25.34534,129.4909,Europe
Greece,1995,25.38483,129.3353,Europe
Greece,1996,25.43099,129.1875,Europe
Greece,1997,25.48494,129.0922,Europe
Greece,1998,25.53608,129.0241,Europe
Greece,1999,25.60453,128.9458,Europe
Greece,2000,25.66926,128.8964,Europe
Greece,2001,25.74295,128.8264,Europe
Greece,2002,25.82012,128.7501,Europe
Greece,2003,25.90066,128.6874,Europe
Greece,2004,25.99356,128.6305,Europe
Greece,2005,26.07865,128.5975,Europe
Greece,2006,26.16494,128.5954,Europe
Greece,2007,26.25289,128.5857,Europe
Greece,2008,26.33786,128.5462,Europe
Greece,1989,25.10876,130.181,Europe
Greece,1980,24.80837,133.5645,Europe
Greece,1981,24.85004,133.0583,Europe
Greece,1982,24.88029,132.5472,Europe
Greece,1983,24.91068,132.0547,Europe
Grenada,1984,23.44967,129.8089,North America
Grenada,1985,23.50168,129.7545,North America
Grenada,1986,23.55609,129.7062,North America
Grenada,1987,23.62251,129.6512,North America
Grenada,1988,23.68593,129.5697,North America
Grenada,1990,23.81588,129.3377,North America
Grenada,1991,23.88011,129.2317,North America
Grenada,1992,23.93367,129.0865,North America
Grenada,1993,23.98792,128.9452,North America
Grenada,1994,24.05428,128.8602,North America
Grenada,1995,24.11636,128.8084,North America
Grenada,1996,24.18421,128.8335,North America
Grenada,1997,24.24889,128.8819,North America
Grenada,1998,24.325,129.015,North America
Grenada,1999,24.40094,129.1714,North America
Grenada,2000,24.48022,129.3642,North America
Grenada,2001,24.55684,129.5724,North America
Grenada,2002,24.64323,129.8161,North America
Grenada,2003,24.73372,130.1042,North America
Grenada,2004,24.81219,130.3767,North America
Grenada,2005,24.90676,130.7365,North America
Grenada,2006,24.98739,131.0283,North America
Grenada,2007,25.08222,131.3018,North America
Grenada,2008,25.17988,131.5923,North America
Grenada,1989,23.74835,129.4453,North America
Grenada,1980,23.27113,130.3305,North America
Grenada,1981,23.31463,130.185,North America
Grenada,1982,23.36183,130.0525,North America
Grenada,1983,23.40248,129.9263,North America
Guatemala,1984,23.46354,126.7101,North America
Guatemala,1985,23.52726,126.4059,North America
Guatemala,1986,23.58663,126.0574,North America
Guatemala,1987,23.64597,125.7464,North America
Guatemala,1988,23.7056,125.4556,North America
Guatemala,1990,23.84902,124.9918,North America
Guatemala,1991,23.9222,124.7627,North America
Guatemala,1992,23.99349,124.574,North America
Guatemala,1993,24.06859,124.3786,North America
Guatemala,1994,24.14395,124.2092,North America
Guatemala,1995,24.2273,124.1172,North America
Guatemala,1996,24.30849,124.0785,North America
Guatemala,1997,24.39249,124.1117,North America
Guatemala,1998,24.47797,124.1849,North America
Guatemala,1999,24.56244,124.3047,North America
Guatemala,2000,24.64744,124.4727,North America
Guatemala,2001,24.72662,124.6502,North America
Guatemala,2002,24.80671,124.8531,North America
Guatemala,2003,24.8839,125.1137,North America
Guatemala,2004,24.96091,125.4351,North America
Guatemala,2005,25.04007,125.7912,North America
Guatemala,2006,25.12426,126.1616,North America
